company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
1980,Tiger Management Corp,founder,hedge funds,new,82,male,United States,USA,0.0,North America,"Julian Robertson, Jr.",506,Financial,True,Hedge funds,not inherited,True,True,self-made finance,3.2,2014
1982,New Hope Group,founder,animal feed,new,62,male,China,CHN,0.0,East Asia,Liu Yonghao,506,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.2,2014
1995,BYD,vice chairman,automobiles,new,51,male,China,CHN,0.0,East Asia,Lu Xiangyang,506,Traded Sectors,True,Consumer,not inherited,True,True,executive,3.2,2014
1865,Cargill,relation,food processing/commodities,new,60,female,United States,USA,0.0,North America,Marianne Liebmann,506,Financial,True,Money Management,3rd generation,True,True,inherited,3.2,2014
1970,MSC,founder,shipping,new,0,female,Switzerland,CHE,0.0,Europe,Rafaela Aponte,506,0,True,Other,not inherited,True,True,founder non-finance,3.2,2014
1938,EFG International,relation,shipping,new,67,male,Greece,GRC,0.0,Europe,Spiro Latsis,506,Financial,True,Money Management,father,True,True,inherited,3.2,2014
1983,Interpipe,founder,pipelines,new,53,male,Ukraine,UKR,0.0,Europe,Victor Pinchuk,506,Resource Related,True,Non-consumer industrial,not inherited,True,True,privatized and resources,3.2,2014
1993,Absolut,owner,"banking, real estate",new,46,male,Russia,RUS,0.0,Europe,Alexander Svetakov,520,Financial,True,Money Management,not inherited,True,True,self-made finance,3.1,2014
2008,BTG Pactual,founder,banking,new,45,male,Brazil,BRA,0.0,Latin America,Andre Esteves,520,Financial,True,Money Management,not inherited,True,True,self-made finance,3.1,2014
1957,Hyatt,relation,hotels,aquired,53,male,United States,USA,0.0,North America,Anthony Pritzker,520,Financial,True,Real Estate,father,True,True,inherited,3.1,2014
1919,Votorantim Group,relation,"metals, paper, cement",new,85,male,Brazil,BRA,0.0,Latin America,Antonio Ermirio de Moraes,520,Financial,True,Diversified financial,father,True,True,inherited,3.1,2014
1949,Sierra Pacific Industries,founder,"lumber, real estate",new,84,male,United States,USA,0.0,North America,Archie Aldis Emmerson,520,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,3.1,2014
1987,Carlyle Group,founder,private equity,new,67,male,United States,USA,0.0,North America,Daniel D'Aniello,520,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,3.1,2014
1985,Azrieli Group,founder,shopping centers,new,91,male,Canada,CAN,0.0,North America,David Azrieli,520,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.1,2014
1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.0,North America,David Rubenstein,520,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,3.1,2014
0,Topland Group,founder,real estate,new,63,male,United Kingdom,GBR,0.0,Europe,Eddie & Sol Zakay,520,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.1,2014
1919,Votorantim Group,relation,"metals, paper, cement",new,81,male,Brazil,BRA,0.0,Latin America,Ermirio Pereira de Moraes,520,Financial,True,Diversified financial,father,True,True,inherited,3.1,2014
1931,?Rudolf WILD GmbH & Co. KG,relation,natural flavors,new,72,male,Germany,DEU,0.0,Europe,Hans Peter Wild,520,Traded Sectors,True,Consumer,father,True,True,inherited,3.1,2014
1998,Marvel Entertainment,CEO,media,aquired,71,male,United States,USA,0.0,North America,Isaac Perlmutter,520,Non-Traded Sectors,True,Media,not inherited,True,True,executive,3.1,2014
1975,"Oakley, Inc",founder,apparel and eyewear,new,64,male,United States,USA,0.0,North America,James Jannard,520,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.1,2014
1957,Hyatt,relation,hotels,aquired,49,male,United States,USA,0.0,North America,Jay Robert (J.B.) Pritzker,520,Financial,True,Real Estate,father,True,True,inherited,3.1,2014
1915,Delaware North Companies,relation,hospitality and food service,new,74,male,United States,USA,0.0,North America,"Jeremy Jacobs, Sr.",520,Traded Sectors,True,Consumer,father,True,True,inherited,3.1,2014
1979,Epic Systems,founder,healthcare management,new,70,female,United States,USA,0.0,North America,Judy Faulkner,520,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,3.1,2014
1919,Votorantim Group,relation,"metals, paper, cement",new,83,female,Brazil,BRA,0.0,Latin America,Maria Helena Moraes Scripilliti,520,Financial,True,Diversified financial,father,True,True,inherited,3.1,2014
1952,Mansour Group,relation,automobiles,new,66,male,Egypt,EGY,0.0,Middle East/North Africa,Mohamed Mansour,520,Financial,True,Diversified financial,father,True,True,inherited,3.1,2014
1979,Savola Group,shareholder,food processing,new,89,male,Saudi Arabia,SAU,0.0,Middle East/North Africa,Mohammed Al Issa,520,Financial,True,Diversified financial,not inherited,True,True,,3.1,2014
1982,Investcom,founder,telecommunications,new,58,male,Lebanon,LBN,0.0,Middle East/North Africa,Najib Mikati,520,Non-Traded Sectors,True,Media,not inherited,True,True,privatized and resources,3.1,2014
1931,"Spear, Leeds & Kellogg",relation,investment banking,new,71,male,United States,USA,0.0,North America,Peter Kellogg,520,Financial,True,Diversified financial,father,True,True,inherited,3.1,2014
1992,Golden Eagle International Group,founder,retail,new,65,male,United States,USA,0.0,North America,Roger Wang,520,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.1,2014
2005,Giant Interactive,founder,software,new,51,male,China,CHN,0.0,East Asia,Shi Yuzhu,520,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.1,2014
1981,Duquesne Capital,founder,hedge funds,new,60,male,United States,USA,0.0,North America,Stanley Druckenmiller,520,Financial,True,Hedge funds,not inherited,True,True,self-made finance,3.1,2014
1995,Easy Jet,founder,airline,new,47,male,Cyprus,CYP,0.0,Europe,Stelios Haji-Ioannou,520,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.1,2014
1911,MMC Corp./DRBHicom,owner,"rice trading, mining, infrastructure",privatization,62,male,Malaysia,MYS,0.0,East Asia,Syed Mokhtar AlBukhary,520,Financial,True,Diversified financial,not inherited,True,True,privatized and resources,3.1,2014
1982,Investcom,founder,telecommunications,new,69,male,Lebanon,LBN,0.0,Middle East/North Africa,Taha Mikati,520,Non-Traded Sectors,True,Media,not inherited,True,True,privatized and resources,3.1,2014
1896,Muller,relation,dairy products,new,74,male,Germany,DEU,0.0,Europe,Theo Mueller,520,Traded Sectors,True,Consumer,not inherited,True,True,executive,3.1,2014
1954,Formosa Plastics,founder,petrochemicals,new,93,male,Taiwan,Taiwan,0.0,East Asia,Wang Yung-Tsai,520,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,3.1,2014
1987,Carlyle Group,founder,private equity,new,64,male,United States,USA,0.0,North America,"William Conway, Jr.",520,Financial,True,Private equity/leveraged buyout,not inherited,True,True,self-made finance,3.1,2014
1992,El-Ad Group,founder and chairman,real estate,new,65,male,Israel,ISR,0.0,Middle East/North Africa,Yitzhak Tshuva,520,Financial,True,Real Estate,not inherited,True,True,self-made finance,3.1,2014
1991,ICT Group,founder,private equity,new,51,male,Russia,RUS,0.0,Europe,Alexander Nesis,551,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,3.0,2014
1964,Continental Cablevision,founder,media,new,77,male,United States,USA,0.0,North America,"Amos Hostetter, Jr.",551,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,3.0,2014
1948,Pratt Industries/Visy Industries,relation,paper,new,53,male,Australia,AUS,0.0,North America,Anthony Pratt,551,Traded Sectors,True,Consumer,father,True,True,inherited,3.0,2014
2009,WhatsApp,founder,software,new,42,male,United States,USA,0.0,North America,Brian Acton,551,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,3.0,2014
1988,ESL Investment,founder,investment banking,new,51,male,United States,USA,0.0,North America,Edward Lampert,551,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.0,2014
1965,Subway,founder,restaurant,new,66,male,United States,USA,0.0,North America,Fred DeLuca,551,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.0,2014
1961,Loh Group,relation,industrial software,new,67,male,Germany,DEU,0.0,Europe,Friedhelm Loh,551,Traded Sectors,True,Non-consumer industrial,father,True,True,inherited,3.0,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,55,male,United States,USA,0.0,North America,H. Fisk Johnson,551,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,3.0,2014
1965,The Stine Seed Group,founder,seeds,new,72,male,United States,USA,0.0,North America,Harry Stine,551,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.0,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,57,female,United States,USA,0.0,North America,Helen Johnson-Leipold,551,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,3.0,2014
1987,FIBA Holding,founder,finance,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,Husnu Ozyegin,551,Financial,True,Money Management,not inherited,True,True,self-made finance,3.0,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,84,female,United States,USA,0.0,North America,Imogene Powers Johnson,551,Traded Sectors,True,Consumer,4th generation,True,True,inherited,3.0,2014
1950,Leprino Foods,relation and chairman,cheese,new,76,male,United States,USA,0.0,North America,James Leprino,551,Traded Sectors,True,Consumer,father,True,True,inherited,3.0,2014
1970,Jones Oil and Land Lease,founder,oil and gas,new,71,male,United States,USA,0.0,North America,Jerry Jones,551,0,True,Other,not inherited,True,True,founder non-finance,3.0,2014
1971,Gristedes Foods,founder,groceries,new,65,male,United States,USA,0.0,North America,John Catsimatidis,551,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.0,2014
1980,John Paul Mitchell Systems/Patron Spirits Company,founder,hair care products/tequila,new,70,male,United States,USA,0.0,North America,John Paul DeJoria,551,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.0,2014
1994,Platinum Asset Management,founder,asset management,new,64,male,Australia,AUS,0.0,North America,Kerr Neilson,551,Financial,True,Diversified financial,not inherited,True,True,self-made finance,3.0,2014
1946,DLF Limited,relation and chairman,real estate,new,82,male,India,IND,0.0,South Asia,Kushal Pal Singh,551,Financial,True,Real Estate,father,True,True,inherited,3.0,2014
1962,"Sociedade de Turismo e Divers?es de Macau, SA",relation,real estate,new,37,male,Hong Kong,HKG,0.0,East Asia,Lawrence Ho,551,Financial,True,Real Estate,father,True,True,inherited,3.0,2014
1985,Oceanwide Group of Beijing,chairman,"real estate, financial services and computers",new,61,male,China,CHN,0.0,East Asia,Lu Zhiqiang,551,Financial,True,Diversified financial,not inherited,True,True,self-made finance,3.0,2014
1976,Oxylane,founder,sports equipment,new,74,male,France,FRA,0.0,Europe,Michel Leclercq,551,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,3.0,2014
1964,Ramsay Health Care,founder,hospitals,new,78,male,Australia,AUS,0.0,North America,Paul Ramsay,551,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,3.0,2014
1965,Subway,founder,restaurant,new,83,male,United States,USA,0.0,North America,Peter Buck,551,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.0,2014
1945,Rich Products Corporation,relation,frozen foods,new,73,male,United States,USA,0.0,North America,"Robert Rich, Jr.",551,Traded Sectors,True,Consumer,father,True,True,inherited,3.0,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,58,male,United States,USA,0.0,North America,S. Curtis Johnson,551,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,3.0,2014
1958,Prudential Enterprise,relation,real estate,new,74,male,Hong Kong,HKG,0.0,East Asia,Samuel Tak Lee,551,Financial,True,Real Estate,father,True,True,inherited,3.0,2014
1981,Belle Holdings,founder,footwear,new,80,male,Hong Kong,HKG,0.0,East Asia,Tang Yiu,551,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,3.0,2014
1992,ENN Energy Group,founder,natural gas,new,49,male,China,CHN,0.0,East Asia,Wang Yusuo,551,Resource Related,True,Energy,not inherited,True,True,privatized and resources,3.0,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,54,female,United States,USA,0.0,North America,Winnie Johnson-Marquart,551,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,3.0,2014
1986,Vedanta Resources,founder,metals and mining,new,60,male,India,IND,0.0,South Asia,Anil Agarwal,580,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,2.9,2014
1965,Benetton Group,founder,fashion,new,70,male,Italy,ITA,0.0,Europe,Carlo Benetton,580,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,2.9,2014
1994,Yahoo!,founder,software,new,47,male,United States,USA,0.0,North America,David Filo,580,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,2.9,2014
1870,Standard Oil,relation,oil,new,98,male,United States,USA,0.0,North America,"David Rockefeller, Sr.",580,Resource Related,True,Energy,3rd generation,True,True,inherited,2.9,2014
1984,Forever 21,founder,fashion,new,0,male,United States,USA,0.0,North America,Do Won Chang,580,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,2.9,2014
1999,Metalloinvest,founder,metals,new,58,male,United Kingdom,GBR,0.0,Europe,Farhad Moshiri,580,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,2.9,2014
1926,Unibanco,relation,banking,new,67,male,Brazil,BRA,0.0,Latin America,Fernando Roberto Moreira Salles,580,Financial,True,Money Management,3rd generation,True,True,inherited,2.9,2014
1965,Benetton Group,founder,fashion,new,72,male,Italy,ITA,0.0,Europe,Gilberto Benetton,580,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,2.9,2014
1965,Benetton Group,founder,fashion,new,76,female,Italy,ITA,0.0,Europe,Giuliana Benetton,580,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,2.9,2014
1886,S. C. Johnson & Son,relation,cleaning supplies,new,85,male,United States,USA,0.0,North America,Herbert Louis,580,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,2.9,2014
1973,Olen Properties,founder,real estate,new,71,male,United States,USA,0.0,North America,Igor Olenicoff,580,Financial,True,Real Estate,not inherited,True,True,self-made finance,2.9,2014
1991,Gilinski Group,relation,"banking, real estate",aquired,56,male,Colombia,COL,0.0,Latin America,Jaime Gilinski Bacal,580,Financial,True,Money Management,not inherited,True,True,self-made finance,2.9,2014
1984,Forever 21,founder,fashion,new,0,female,United States,USA,0.0,North America,Jin Sook Chang,580,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,2.9,2014
1926,Unibanco,relation,banking,new,52,male,Brazil,BRA,0.0,Latin America,Joao Moreira Salles,580,Financial,True,Money Management,3rd generation,True,True,inherited,2.9,2014
2003,Centaurus Advisors,founder,hedge funds,new,39,male,United States,USA,0.0,North America,John Arnold,580,Financial,True,Hedge funds,not inherited,True,True,self-made finance,2.9,2014
1969,The Gap,relation,clothing ,new,52,male,United States,USA,0.0,North America,John Fisher,580,Traded Sectors,True,Consumer,father,True,True,inherited,2.9,2014
