name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,First_Name,Last_Name
Otani Family,394,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.0,Financial,True,Real Estate,not inherited,True,True,Otani,Family
Shoichiro Toyoda,395,1996,1937,Toyota Motors,relation,cars,new,0,male,Japan,JPN,4710000000000.0,East Asia,inherited,1.0,Traded Sectors,True,Consumer,3rd generation,True,True,Shoichiro,Toyoda
Junichi Murata,396,1996,0,,,,,0,,Japan,JPN,4710000000000.0,East Asia,,1.0,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Junichi,Murata
Alain Merieux,396,2014,1897,Institut Merieux,relation,pharmaceuticals,new,76,male,France,FRA,0.0,Europe,inherited,3.8,New Sectors,True,Technology-Medical,3rd generation,True,True,Alain,Merieux
Alexander Abramov,396,2014,1992,EvrazHolding,Chairman,steel ,aquired,55,male,Russia,RUS,0.0,Europe,privatized and resources,3.8,Resource Related,True,Non-consumer industrial,not inherited,True,True,Alexander,Abramov
Andreas von Bechtolsheim,396,2014,1982,Sun Microsystems,founder,microchips,new,58,male,Germany,DEU,0.0,Europe,founder non-finance,3.8,New Sectors,True,Technology-Computer,not inherited,True,True,Andreas,vonBechtolsheim
Jeffrey Skoll,396,2014,1995,Ebay,president,e-commerce,new,49,male,United States,USA,0.0,North America,executive,3.8,New Sectors,True,Technology-Computer,not inherited,True,True,Jeffrey,Skoll
Mark Shoen,396,2014,1945,U-haul,relation,self storage,new,62,male,United States,USA,0.0,North America,inherited,3.8,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Mark,Shoen
Mitchell Rales,396,2014,1969,Danaher,founder,venture capitalist,new,57,male,United States,USA,0.0,North America,founder non-finance,3.8,Traded Sectors,True,Technology-Medical,not inherited,True,True,Mitchell,Rales
Odd Reitan,396,2014,1972,Reitan Group,founder,groceries,new,62,male,Norway,NOR,0.0,Europe,founder non-finance,3.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Odd,Reitan
Peter Hargreaves,396,2014,1981,Hargreaves Lansdown,founder,financial services,new,67,male,United Kingdom,GBR,0.0,Europe,self-made finance,3.8,Financial,True,Money Management,not inherited,True,True,Peter,Hargreaves
Steve Wynn,396,2014,1973,Wynn Resorts (formarly Mirage Resorts),founder,casinos,new,72,male,United States,USA,0.0,North America,self-made finance,3.8,Financial,True,Real Estate,not inherited,True,True,Steve,Wynn
Uday Kotak,396,2014,1985,Kotak Mahindra Bank,founder,banking,new,54,male,India,IND,0.0,South Asia,self-made finance,3.8,Financial,True,Money Management,not inherited,True,True,Uday,Kotak
Walter Faria,396,2014,1994,Grupo Petropolis,owner,beer,aquired,58,male,Brazil,BRA,0.0,Latin America,executive,3.8,Traded Sectors,True,Consumer,not inherited,True,True,Walter,Faria
William Koch,396,2014,1940,Koch industries,relation,  Oil refining,new,73,male,United States,USA,0.0,North America,inherited,3.8,Resource Related,True,Energy,father,True,True,William,Koch
Halim Saad,397,1996,0,Renong,Chairman and Chief Executive Officer,,,0,male,Malaysia,MYS,101000000000.0,East Asia,privatized and resources,1.0,Financial,True,Diversified financial,not inherited,True,True,Halim,Saad
Jeronimo Arango,398,1996,1958,Aurrera,founder,supermarkets,new,70,male,Mexico,MEX,397000000000.0,Latin America,founder non-finance,1.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Jeronimo,Arango
Ricardo Salinas Pliego,399,1996,1906,Grupo Salinas/Group Elektra,relation,telecommunications,new,40,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.0,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,Ricardo,SalinasPliego
Autrey family,400,1996,0,,,,,0,,Mexico,MEX,397000000000.0,Latin America,,1.0,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Autrey,family
Ana Maria Brescia Cafferata,401,1996,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,0,female,Peru,PER,53975906967.0,Latin America,inherited,1.0,Resource Related,True,Mining and metals,father,True,True,Ana,MariaBresciaCafferata
Eugenio Lopez,402,1996,1961,Jumex,owner,drinks,new,0,male,Philippines,PHL,82848194406.0,East Asia,self-made finance,1.0,Financial,True,Diversified financial,not inherited,True,True,Eugenio,Lopez
Saleh Kamel,403,1996,1969,Dallah al Baraka Group,founder,airport maintenance,new,54,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,self-made finance,1.0,Financial,True,Money Management,not inherited,True,True,Saleh,Kamel
Abdul Aziz Al-Sulaiman,404,1996,1968,Rolaco Trading and Contracting Company,founder,construction,new,0,male,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,self-made finance,1.0,Financial,True,Money Management,not inherited,True,True,Abdul,AzizAl-Sulaiman
Alicia and Esther Koplowitz,405,1996,1952,Construcciones y Contratas,relation,construction,aquired,0,female,Spain,ESP,641000000000.0,Europe,inherited,1.0,Non-Traded Sectors,True,Constrution,father,True,True,Alicia,andEstherKoplowitz
Henri Andre,406,1996,1877,Andre & Cie,relation,grain,new,0,male,Switzerland,CHE,330000000000.0,Europe,inherited,1.0,Financial,True,Money Management,3rd generation,True,True,Henri,Andre
Eric Andre,407,1996,1877,Andre & Cie,relation,grain,new,0,male,Switzerland,CHE,330000000000.0,Europe,inherited,1.0,Financial,True,Money Management,3rd generation,True,True,Eric,Andre
Boonsong Asavabhokhin,408,1996,0,,,,,0,male,Thailand,THA,182000000000.0,East Asia,,1.0,Financial,True,Real Estate,not inherited,True,True,Boonsong,Asavabhokhin
Aloys Wobben,408,2014,1984,Enercon,founder,wind energy,new,62,male,Germany,DEU,0.0,Europe,privatized and resources,3.7,Resource Related,True,Energy,not inherited,True,True,Aloys,Wobben
Axel Oberwelland,408,2014,1903,Storck,relation,candy,new,47,male,Germany,DEU,0.0,Europe,inherited,3.7,Traded Sectors,True,Consumer,4th generation,True,True,Axel,Oberwelland
Charles Dolan,408,2014,1972,Cablevision and HBO,founder,media,new,87,male,United States,USA,0.0,North America,founder non-finance,3.7,Non-Traded Sectors,True,Media,not inherited,True,True,Charles,Dolan
Daniel Gilbert,408,2014,1985,Quicken Loans,founder,real estate,new,52,male,United States,USA,0.0,North America,self-made finance,3.7,Financial,True,Money Management,not inherited,True,True,Daniel,Gilbert
Gong Hongjia,408,2014,2001,Hikvision,owner and vice chair,security equipment,new,49,male,Hong Kong,HKG,0.0,East Asia,self-made finance,3.7,Financial,True,Diversified financial,not inherited,True,True,Gong,Hongjia
Guenther Fielmann,408,2014,1972,Fielmann AG,founder,glasses,new,74,male,Germany,DEU,0.0,Europe,founder non-finance,3.7,0,True,Other,not inherited,True,True,Guenther,Fielmann
Igor Kesaev,408,2014,1991,Mercury Company,founder,cigarettes,new,47,male,Russia,RUS,0.0,Europe,privatized and resources,3.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Igor,Kesaev
Isabel dos Santos,408,2014,1997,Unitel Interneational Holdings,founder,telecom/investments,new,40,female,Angola,AGO,0.0,Sub-Saharan Africa,privatized and resources,3.7,Financial,True,Diversified financial,not inherited,True,True,Isabel,dosSantos
Jiang Bin,408,2014,2001,GoerTek,founder,electronic componants,new,47,male,China,CHN,0.0,East Asia,founder non-finance,3.7,New Sectors,True,Technology-Computer,not inherited,True,True,Jiang,Bin
John Sall,408,2014,1976,SAS institute,founder,software,new,65,male,United States,USA,0.0,North America,founder non-finance,3.7,New Sectors,True,Technology-Computer,not inherited,True,True,John,Sall
Joseph Tsai,408,2014,1999,Alibaba,founder/vice chairman,e-commerce,new,50,male,Canada,CAN,0.0,North America,executive,3.7,New Sectors,True,Technology-Computer,not inherited,True,True,Joseph,Tsai
Karen Pritzker,408,2014,1957,Hyatt,relation,hotels,aquired,56,female,United States,USA,0.0,North America,inherited,3.7,Financial,True,Real Estate,father,True,True,Karen,Pritzker
Martin & Olivier Bouygues,408,2014,1952,Bouygues S.A.,relation,construction,new,0,male,France,FRA,0.0,Europe,inherited,3.7,Non-Traded Sectors,True,Constrution,father,True,True,Martin,&OlivierBouygues
Michael Stoschek,408,2014,1919,Brose,relation,auto parts,new,66,male,Germany,DEU,0.0,Europe,inherited,3.7,Traded Sectors,True,Consumer,3rd generation,True,True,Michael,Stoschek
Murat Ulker,408,2014,1944,Yildiz Holding,relation,food products,new,54,male,Turkey,TUR,0.0,Middle East/North Africa,inherited,3.7,Traded Sectors,True,Consumer,father,True,True,Murat,Ulker
Nathan Kirsh,408,2014,1990,Jetro Holdings,investor,retail,aquired,82,male,Swaziland,SWZ,0.0,Sub-Saharan Africa,executive,3.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Nathan,Kirsh
Niels Peter Louis-Hansen,408,2014,1957,Coloplast,relation,medical devices,new,66,male,Denmark,DEN,0.0,Europe,inherited,3.7,New Sectors,True,Technology-Medical,father,True,True,Niels,PeterLouis-Hansen
Ronald Lauder,408,2014,1946,Est?Lauder,relation,makeup,new,70,male,United States,USA,0.0,North America,inherited,3.7,Traded Sectors,True,Consumer,father,True,True,Ronald,Lauder
Wu Yajun,408,2014,1995,Longfor Properties,founder,real estate,new,50,female,China,CHN,0.0,East Asia,privatized and resources,3.7,Financial,True,Real Estate,not inherited,True,True,Wu,Yajun
Zhang Jindong,408,2014,1990,Suning Group,founder/president,"retail, home appliances",new,50,male,China,CHN,0.0,East Asia,founder non-finance,3.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Zhang,Jindong
Zhang Xin,408,2014,1995,SOHO China,founder,real estate,new,48,female,China,CHN,0.0,East Asia,self-made finance,3.7,Financial,True,Real Estate,not inherited,True,True,Zhang,Xin
John Sall,409,1996,1976,SAS institute,founder,software,new,54,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,New Sectors,True,Technology-Computer,not inherited,True,True,John,Sall
James Jannard,410,1996,1975,"Oakley, Inc",founder,apparel and eyewear,new,46,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Traded Sectors,True,Consumer,not inherited,True,True,James,Jannard
Kenneth Tuchman,411,1996,1982,Teletech,founder,outsourcing,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,Media,not inherited,True,True,Kenneth,Tuchman
Michael Bloomberg,412,1996,1981,Bloomberg,founder, finance, new,53,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,Media,not inherited,True,True,Michael,Bloomberg
Laurance Rockefeller,413,1996,1870,Standard Oil,relation,oil,new,85,male,United States,USA,8100000000000.0,North America,inherited,1.0,Resource Related,True,Mining and metals,3rd generation,True,True,Laurance,Rockefeller
Randolph Hearst,414,1996,1887,Hearst Corporation,relation,media,new,0,male,United States,USA,8100000000000.0,North America,inherited,1.0,Non-Traded Sectors,True,Media,3rd generation,True,True,Randolph,Hearst
Fred Lennon,415,1996,1947,Swagelok Company,founder,manufacturing,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Fred,Lennon
Winthrop Rockefeller,416,1996,1870,Standard Oil,relation,oil,new,47,male,United States,USA,8100000000000.0,North America,inherited,1.0,Resource Related,True,Energy,3rd generation,True,True,Winthrop,Rockefeller
Dirk Ziff,417,1996,1928,Ziff Davis Inc,relation,publishing,new,31,male,United States,USA,8100000000000.0,North America,inherited,1.0,Financial,True,Hedge funds,3rd generation,True,True,Dirk,Ziff
Robert Ziff,418,1996,1928,Ziff Davis Inc,relation,publishing,new,21,male,United States,USA,8100000000000.0,North America,inherited,1.0,Financial,True,Hedge funds,3rd generation,True,True,Robert,Ziff
Daniel Ziff,419,1996,1927,Ziff Davis Inc,relation,publishing,new,24,male,United States,USA,8100000000000.0,North America,inherited,1.0,Financial,True,Hedge funds,3rd generation,True,True,Daniel,Ziff
James Moran,420,1996,1968,JM Family Enterprises,founder,auto dealerships,new,77,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,James,Moran
Jack Taylor,421,1996,1957,Enterprise,founder,rental cars,new,0,male,United States,USA,8100000000000.0,North America,founder non-finance,1.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Jack,Taylor
Anthony O'Reilly,421,2001,1904,Independent News & Media,chairman,media,new,64,male,Ireland,IRL,109000000000.0,Europe,executive,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,Anthony,O'Reilly
Archie Aldis Emmerson,421,2001,1949,Sierra Pacific Industries,founder,"lumber, real estate",new,71,male,United States,USA,10600000000000.0,North America,privatized and resources,1.2,Resource Related,True,Mining and metals,not inherited,True,True,Archie,AldisEmmerson
Brian Roberts,421,2001,1969,Comcast,relation,media,new,0,male,United States,USA,10600000000000.0,North America,inherited,1.2,Non-Traded Sectors,True,Media,father,True,True,Brian,Roberts
Daniel Ziff,421,2001,1927,Ziff Davis Inc,relation,publishing,new,29,male,United States,USA,10600000000000.0,North America,inherited,1.2,Financial,True,Hedge funds,3rd generation,True,True,Daniel,Ziff
David Bromilow,421,2001,1924,ADIDAS,investor ,clothing ,new,0,male,Thailand,THA,116000000000.0,East Asia,executive,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,David,Bromilow
Dirk Ziff,421,2001,1928,Ziff Davis Inc,relation,publishing,new,36,male,United States,USA,10600000000000.0,North America,inherited,1.2,Financial,True,Hedge funds,3rd generation,True,True,Dirk,Ziff
Edward Bass,421,2001,1919,Sid Richardson Gasoline Co,relation,oil,new,56,male,United States,USA,10600000000000.0,North America,inherited,1.2,Resource Related,True,Energy,father,True,True,Edward,Bass
Frederick Field,421,2001,1865,Marshall Field and Company,relation,retail,new,48,male,United States,USA,10600000000000.0,North America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",5th generation or longer,True,True,Frederick,Field
Harold Lenfest,421,2001,1974,Lenfest Communications,founder,media,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,Harold,Lenfest
Herbert Siegel,421,2001,1977,BHC Communications,Chairman and Chief Executive Officer,television,new,73,male,United States,USA,10600000000000.0,North America,executive,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,Herbert,Siegel
Jaime Augusto Zobel de Ayala,421,2001,1834,Ayala Corporation,relation,construcion,new,0,male,Philippines,PHL,76261998621.0,East Asia,inherited,1.2,Financial,True,Money Management,4th generation,True,True,Jaime,AugustoZobeldeAyala
John Fredriksen,421,2001,1985,Frontline Ltd.,founder,oil tankers,aquired,56,male,Norway,NOR,174000000000.0,Europe,founder non-finance,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,John,Fredriksen
John Krehbiel Jr,421,2001,1938,Molex Incorporated,co-chairman,electronic interconnectors,new,0,male,United States,USA,10600000000000.0,North America,executive,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,John,KrehbielJr
John Marriott Jr,421,2001,1927,Marriot,relation,hotels,new,65,male,United States,USA,10600000000000.0,North America,inherited,1.2,Financial,True,Real Estate,father,True,True,John,MarriottJr
Jon Stryker,421,2001,1941,Stryker Corporation,relation,medical supplies,new,42,male,United States,USA,10600000000000.0,North America,inherited,1.2,New Sectors,True,Technology-Medical,3rd generation,True,True,Jon,Stryker
Joseph Jamail Jr,421,2001,1987,,lawer,lawsuits,,75,male,United States,USA,10600000000000.0,North America,executive,1.2,0,True,Other,not inherited,True,True,Joseph,JamailJr
Kunio Busujima,421,2001,1950,Sankyo,founder,pachinko gaming machines,new,33,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Kunio,Busujima
Lee Seng Wee,421,2001,1919,Oversea-Chinese Banking Corporation,chairman,banking,new,76,male,Singapore,SGP,89285087395.0,East Asia,inherited,1.2,Financial,True,Money Management,father,True,True,Lee,SengWee
Lucio Tan,421,2001,1982,Asia Brewery,founder,beverages,new,66,male,Philippines,PHL,76261998621.0,East Asia,privatized and resources,1.2,Financial,True,Money Management,not inherited,True,True,Lucio,Tan
Marc Rich,421,2001,1974,Glencore,founder,oil,new,66,male,Switzerland,CHE,279000000000.0,Europe,self-made finance,1.2,Financial,True,Hedge funds,not inherited,True,True,Marc,Rich
Marguerite Harbert,421,2001,1993,Harbart Corporation,relation,construction,new,77,female,United States,USA,10600000000000.0,North America,inherited,1.2,0,True,Other,spouse/widow,True,True,Marguerite,Harbert
Mortimer Zuckerman,421,2001,1970,Boston Properties,founder,real estate,new,63,male,United States,USA,10600000000000.0,North America,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Mortimer,Zuckerman
